iter	Logloss
0	0.4868751107
1	0.4177305953
2	0.3847590972
3	0.3705161937
4	0.3702405092
5	0.3587093194
6	0.3477952783
7	0.3394498789
8	0.3296358966
9	0.3240202784
10	0.318427326
11	0.3086554882
12	0.304104397
13	0.3008005884
14	0.2954377765
15	0.2941850649
16	0.2912498257
17	0.2911827307
18	0.2816115452
19	0.2769315052
20	0.2766904917
21	0.2660410913
22	0.2609359437
23	0.2569629751
24	0.255993621
25	0.2512213731
26	0.2471250919
27	0.2463355426
28	0.2413237302
29	0.2354324946
30	0.2313419563
31	0.230674758
32	0.2304255741
33	0.2303405637
34	0.2258651553
35	0.2242366309
36	0.2241375571
37	0.2216604258
38	0.2162640364
39	0.2151037078
40	0.2113556491
41	0.2101788238
42	0.2016065156
43	0.2015241499
44	0.2009771222
45	0.1990038822
46	0.198006976
47	0.1913095662
48	0.1864522158
49	0.1862872686
50	0.1850499764
51	0.183024185
52	0.181322345
53	0.1800223065
54	0.1765262959
55	0.1728423658
56	0.1723657953
57	0.1710212289
58	0.1694131423
59	0.1644574054
60	0.1611437731
61	0.1606780544
62	0.1565701848
63	0.154719377
64	0.1539287165
65	0.151570526
66	0.1505912453
67	0.1499424187
68	0.1493629551
69	0.1477302875
70	0.1471298707
71	0.1468228629
72	0.1439941851
73	0.1419343145
74	0.14058114
75	0.1404394583
76	0.1403772665
77	0.139767499
78	0.1387692959
79	0.1387354411
80	0.1385154849
81	0.1369529093
82	0.1355840047
83	0.1350433689
84	0.1346996583
85	0.133523407
86	0.1324010144
87	0.1309201877
88	0.1288622444
89	0.1257062138
90	0.1232412844
91	0.1229428464
92	0.1224753364
93	0.1218414099
94	0.1217063363
95	0.1213549071
96	0.1200100732
97	0.1186199573
98	0.1160298887
99	0.1149302437
100	0.1145526848
101	0.1136545487
102	0.1114657502
103	0.1105016851
104	0.1102597825
105	0.1093193194
106	0.1087959556
107	0.1086059867
108	0.106835624
109	0.1064129816
110	0.1049077881
111	0.103317549
112	0.1025896679
113	0.1015618347
114	0.1013817072
115	0.1006602407
116	0.09964341215
117	0.09763278625
118	0.09658732032
119	0.09567279986
120	0.09555655004
121	0.095209125
122	0.09314387816
123	0.09187368254
124	0.09115831939
125	0.09102387734
126	0.09069941936
127	0.09052377505
128	0.09002304938
129	0.08942728341
130	0.08787999237
131	0.08675002832
132	0.0859372404
133	0.08526228507
134	0.08515890455
135	0.08508394823
136	0.08501022321
137	0.08487402584
138	0.08474650707
139	0.08450875469
140	0.08384011066
141	0.08352031913
142	0.08127559205
143	0.08046895384
144	0.07974189498
145	0.07931736241
146	0.07843841645
147	0.07761581045
148	0.07734431856
149	0.07672490161
150	0.07530001794
151	0.07447261677
152	0.0744517391
153	0.07310642979
154	0.07291529066
155	0.07291513876
156	0.07231032229
157	0.07225523661
158	0.0718722437
159	0.0716892504
160	0.07156278754
161	0.0714690909
162	0.07131353024
163	0.07080234581
164	0.07069668958
165	0.07029247326
166	0.06974745782
167	0.06917464867
168	0.06831051323
169	0.06805522254
170	0.06754721541
171	0.0671849684
172	0.06703586392
173	0.06662906732
174	0.06650844642
175	0.06601044951
176	0.06574602614
177	0.06563084626
178	0.06551641681
179	0.06517352735
180	0.06490755851
181	0.06471211095
182	0.0644347804
183	0.0642290972
184	0.06414307537
185	0.06406882542
186	0.06384264184
187	0.06365735383
188	0.06334249114
189	0.06316116354
190	0.06303149392
191	0.0629236954
192	0.06290080124
193	0.06276649723
194	0.06259294109
195	0.06246775981
196	0.06176657889
197	0.0613455031
198	0.0611493908
199	0.06083487506
200	0.06049839837
201	0.0603802135
202	0.06032604596
203	0.06015803982
204	0.06011782499
205	0.05977504364
206	0.05971663586
207	0.05969473946
208	0.05958303116
209	0.05946451295
210	0.05904161638
